Continue to the partially-completed dock.	部分的に完成したドックに進みます。
"So, you are the Federation Renegade that we have heard so much about, intruding on our sector in some dangerous quest to destroy the Flagship? Brave, and stupid. Stupid that you think you have the right to endanger our sector by drawing the fleet here. If you wish to pass unharmed, you must answer some questions and prove you are worthy."	「だから、あなたは私たちが多くのことを聞いた連邦の反逆者であり、旗艦を破壊するための危険な探求に私たちのセクターに侵入しますか？勇敢で愚かです。ここで。あなたが無傷で渡したいなら、あなたはいくつかの質問に答えて、あなたが価値があることを証明しなければなりません。」
Your navigation system is able to locate the nearest beacon to that star, and presumably their headquarters.	ナビゲーションシステムは、その星に最も近いビーコンを見つけることができ、おそらく彼らの本部を見つけることができます。
You successfully dispatch the pirate ship. You notice the pirates are retreating, and it appears the Zoltans won. You scrap your victim quickly.	海賊船を正常に派遣します。あなたは海賊が退却していることに気づき、それはゾルタンが勝ったようです。あなたはすぐにあなたの犠牲者を廃棄します。
You keep to yourself and the Vampweeds leave you alone.	あなたは自分自身に留まり、ヴァンプウィードはあなたを放っておきます。
"Unbelievable, you resolved this peacefully?" The Zoltans are in awe. "Here is your reward. And, after this business with the Rebels, we may be able to offer you a position here."⏎⏎"I... what? You do...?" Devorak seems totally caught off guard. "You do... know who I am, don't you...?"	「信じられないほど、あなたはこれを平和的に解決しましたか？」ゾルタンはa敬の念を抱いています。「ここにあなたの報酬があります。そして、反乱軍とのこのビジネスの後、私たちはここであなたにポジションを提供できるかもしれません。」Devorakは完全に不意を突かれたようです。「あなたは...私が誰なのか知っていますよね？」
Inside the cargo you find drone schematics for a specialized Vampweed drone. You download them to your ship.	貨物内には、専門のヴァンプウィードドローンのドローン回路図があります。船にダウンロードします。
Spend some time trying to fix it.	修正しようとして時間を費やしてください。
"Renegade, didn't you see this coming? Hahe! As I told you, when Prime defeated me, my power was divided into three parts which were scattered across the Multiverse. The third part, which was meant to be hidden away, was recovered by my marvelous little henchman and kept for just the right moment! Oh we've had so much fun trying to guide you silly little Renegades through this maze of secrets to get you here. It was only a matter of time of course until one of you brought the effigy here, and I'm very patient. We're on the dawn of a new era! Well, a return to a better era at least. Thank you for freeing me, Renegade! Unfortunately, I can't stick around for long. I have some other business I need to take care of, but I'll be back soon to... handle this place. Hahe! Bye-bye!"⏎/⏎:)⏎⏎Your vision begins to go black as the entirety of space around you seems to shake. Maddening thoughts fill your mind, as you witness what feels like an eternity of destruction and madness fill your thoughts.	「レネゲード、あなたはこれが来るのを見ませんでしたか？ははは！私の素晴らしい小さな子分によって回復し、ちょうどいい瞬間を守っていました！あなたの彫像をここに持ってきました、そして私は非常に忍耐強いです。私たちは新しい時代の夜明けにいます！まあ、少なくともより良い時代に戻ります。長く固執します。私は他に世話をする必要がありますが、すぐに戻ってきます...この場所を処理します。あなたの周りのスペース全体が揺れているように、黒くする。狂った考えはあなたの心を満たします。
(Caretaker Crew) Send in your Orchid crew to put out the fire.	（世話人の乗組員）蘭の乗組員を送って火を消してください。
Acquiesce to the Engi's demands.	Engiの要求を黙認します。
They might be skeptical at first, but after looking over the map plans the Rebels seem to realize you've given them quite the prime location. "Well I'll be, I guess Renegades are useful for more than just kicking puppies after all. Hah! Eh whatever, I'll pay you if it keeps you from making a flesh suit out of me."	彼らは最初は懐疑的かもしれませんが、マップの計画を見た後、反乱軍はあなたが彼らにかなりの主要な場所を与えたことに気づいたようです。「まあ、私は反逆者が子犬を蹴るだけではなく、どうにかしているだけではないと思います。
